longitude,latitude
30.756499,28.097438
30.756499,28.097438
30.756499,28.097438
32.238611,26.051389
30.959152,29.474121
32.717499,25.71468
30.802621,28.491669
30.838026,27.929867
31.334314,30.084629
32.301621,31.265296
34.899447,29.490095
34.684259,29.126222
34.683143,29.122501
31.334314,30.084629
34.329886,27.915557
31.334314,30.084629
29.919167,31.198056
29.919167,31.198056
29.919167,31.198056
34.513634,28.509136
33.617577,30.608472
31.334314,30.084629
31.334314,30.084629
31.334314,30.084629
33.800865,31.126646
29.696268,30.762296
34.24128,31.250196
31.334314,30.084629
33.800865,31.126646
33.800865,31.126646
33.800865,31.126646
33.617577,30.608472
33.800865,31.126646
33.617577,30.608472
31.334314,30.084629
33.617577,30.608472
33.617577,30.608472
34.24128,31.250196
33.800865,31.126646
33.800865,31.126646
33.800865,31.126646
33.617577,30.608472
33.800865,31.126646
33.800864,31.126646
33.975673,28.55755
33.803276,31.132093
33.617577,30.608472
33.975673,28.55755
31.334314,30.084628
