iyear,imonth,iday,extended,governorate,city,longitude,latitude,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1_txt,gname,individual,weaptype,weaptype_txt,nkills
1970,3,14,0,Alexandria,Alexandria,29.919167,31.198056,1,0,3,Bombing/Explosion,6,Airports & Aircraft,42,Aircraft (not at an airport),United Arab Airlines Flight Antonov 24 Acft,Egypt,Unknown,0,6,Explosives,0
1971,11,28,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,2,Government (General),17,Head of State,"Jordanian Prime Minister, Wasfi Tal",Egypt,Black September,0,5,Firearms,1
1972,2,19,0,Cairo,Cairo,31.334314,30.084629,0,0,4,Hijacking,6,Airports & Aircraft,42,Aircraft (not at an airport),Caravelle,Jordan,Jordanian National Liberation Movement,0,6,Explosives,0
1977,12,5,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"David Holden, Chief of Foreign Correspondents",Great Britain,Unknown,0,5,Firearms,1
1978,9,30,0,North Sinai,Yamit,34.167778,31.275278,1,0,3,Bombing/Explosion,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",beach at yamit,Israel,Palestinians,0,6,Explosives,0
1978,10,1,0,North Sinai,Unknown,33.617577,30.608472,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military installation near Eilat,Israel,Palestinians,0,5,Firearms,2
1979,4,19,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Main Post Office,Egypt,Eagles of the Palestinian Revolution,0,6,Explosives,1
1980,1,6,0,Alexandria,Alexandria,29.919167,31.198056,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,,Egypt,Unknown,0,6,Explosives,0
1980,1,6,0,Alexandria,Alexandria,29.919167,31.198056,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,,Egypt,Unknown,0,6,Explosives,1
1980,4,30,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Synagogue,Egypt,Unknown,0,6,Explosives,0
1980,7,15,0,Ismailia,Ismailia,32.271566,30.597448,0,0,1,Assassination,2,Government (General),17,Head of State,"As-Sadat, President",Egypt,Egyptian Revolutionary Organization,0,13,Unknown,0
1980,11,10,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)","Reza Shah, New Shah (son of old)",Iran,Unknown,0,5,Firearms,0
1981,3,1,0,Cairo,Cairo,31.334314,30.084629,0,0,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,42,Aircraft (not at an airport),,Egypt,Japanese Red Army (JRA),0,13,Unknown,0
1981,4,6,0,Cairo,Cairo,31.334314,30.084629,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46,Embassy/Consulate,U.S. Embassy,United States,Unknown,0,6,Explosives,0
1981,4,6,0,Cairo,Cairo,31.334314,30.084629,0,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Abadin Palace,Egypt,Unknown,0,6,Explosives,0
1981,4,6,0,Cairo,Cairo,31.334314,30.084629,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46,Embassy/Consulate,Israeli Embassy,Israel,Unknown,0,6,Explosives,0
1981,8,2,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Christian Coptic Wedding (St. Mary's),Egypt,Arab Steadfastness Front,0,6,Explosives,3
1981,9,15,0,Cairo,Cairo,31.334314,30.084629,0,0,9,Unknown,6,Airports & Aircraft,44,Airport,Cairo Air Terminal,Egypt,Japanese Red Army (JRA),0,13,Unknown,0
1981,10,6,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,20,Unknown,,,President Anwar al-Sadat,Egypt,Egyptian Islamic Jihad (Al-Jihad),0,13,Unknown,8
1981,10,7,0,Asyut,Asyut,31.179426,27.181122,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Headquarters,Egypt,Unknown,0,5,Firearms,54
1981,10,13,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,6,Airports & Aircraft,42,Aircraft (not at an airport),Air Malta Boeing 737 (luggage being unloaded from it),Malta,Libyan,0,6,Explosives,2
1982,9,24,0,Giza,Giza,31.185192,30.022924,1,0,2,Armed Assault,18,Tourists,96,Tour Bus/Van,Tourist Bus,Egypt,Egyptian Islamic Jihad (Al-Jihad),0,5,Firearms,0
1985,8,20,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","Albert Atrakchi (30), attache",Israel,Egypt's Revolution,0,5,Firearms,1
1985,10,7,0,Alexandria,Alexandria,29.919167,31.198056,1,0,4,Hijacking,11,Maritime,58,Commercial Maritime,,Italy,Palestine Liberation Front (PLF),0,5,Firearms,1
1986,3,19,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","unk, wife of diplomat",Israel,Egypt's Revolution,0,5,Firearms,1
1986,3,19,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,workers,Israel,Unknown,0,5,Firearms,1
1986,6,23,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,auto,Egypt,Hezbollah,0,6,Explosives,10
1986,11,18,0,Cairo,Cairo,31.334314,30.084629,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46,Embassy/Consulate,US Embassy,United States,Unknown,0,6,Explosives,0
1987,5,7,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,2,Government (General),21,Government Building/Facility/Office,Former Interior Minister,Egypt,Islamist extremists,0,5,Firearms,0
1987,5,27,0,Cairo,Cairo,31.334314,30.084629,1,0,2,Armed Assault,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Security Officers Car,United States,Egypt's Revolution,0,5,Firearms,0
1987,5,27,0,Cairo,Cairo,31.334314,30.084629,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Police Patrol,Egypt,Unknown,0,5,Firearms,0
1987,6,3,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,"Makram Muhammed Ahmad, cnr. Al Hilal",Egypt,Unknown,0,5,Firearms,0
1987,8,13,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)","home, Nabawi Ismail (former Interior Minister)",Egypt,Unknown,0,5,Firearms,0
1987,8,14,0,Cairo,Cairo,31.334314,30.084629,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,police unit,Egypt,Muslim Fundamentalists,0,5,Firearms,1
1987,8,26,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",private auto,Egypt,Unknown,0,6,Explosives,0
1988,1,26,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,Bookstore in Nile Hilton Hotel Annex,Egypt,Unknown,0,6,Explosives,0
1988,3,4,0,Cairo,Cairo,31.334314,30.084629,0,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,"U.S. Pavilion, Cairo International Fair",United States,Unknown,0,6,Explosives,0
1988,6,30,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","Vehicle, Ambassador Abd al-Razzaq al-Kandari",Kuwait,Unknown,0,6,Explosives,0
1988,8,1,0,Sohag,Sohag,31.7,26.55,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Al-Shahid Husni al-Badawi Mosque,Egypt,Unknown,0,6,Explosives,0
1988,8,29,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Wedding party,Egypt,Muslim Fundamentalists,0,6,Explosives,0
1988,10,24,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/Café,Bar,Egypt,Muslim Fundamentalists,0,6,Explosives,0
1988,12,8,0,Cairo,Cairo,31.334314,30.084629,1,0,7,Facility/Infrastructure Attack,3,Police,22,"Police Building (headquarters, station, school)",Police Station Ain Shams District,Egypt,Muslim Fundamentalists,0,8,Incendiary,0
1988,12,8,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Plainclothes Police officer Essameddin Mohammed Shams,Egypt,Muslim Fundamentalists,0,9,Melee,1
1988,12,19,0,Cairo,Cairo,31.334314,30.084629,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Police Vehicle,Egypt,Unknown,0,9,Melee,0
1989,1,17,0,Minya,Minya,30.76184,28.087097,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Muslim Fundamentalists,0,5,Firearms,1
1989,4,13,0,Faiyum,Faiyum,30.838812,29.311707,1,0,3,Bombing/Explosion,2,Government (General),,,Fayoum,Egypt,Egyptian Islamic Jihad (Al-Jihad),0,8,Incendiary,0
1989,5,13,0,Faiyum,Faiyum,30.838812,29.311707,1,0,3,Bombing/Explosion,1,Business,11,Entertainment/Cultural/Stadium/Casino,theater,Egypt,Egyptian Islamic Jihad (Al-Jihad),0,6,Explosives,0
1989,6,3,0,Cairo,Cairo,31.334314,30.084629,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46,Embassy/Consulate,U.K. cultural center,Great Britain,Unknown,0,6,Explosives,0
1989,6,3,0,Cairo,Cairo,31.334314,30.084629,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46,Embassy/Consulate,U.S. Cultural Center,United States,Unknown,0,6,Explosives,0
1989,8,8,0,Al Sharqia,Mahmoudeya,31.501757,30.668561,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,electrician's shop,Egypt,Muslim Militants,0,8,Incendiary,0
1989,12,16,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",Minister of Interior Zaki Badr,Egypt,Islamist extremists,0,6,Explosives,0
1990,1,30,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Colonel Rifaat el-Shafai,Egypt,Muslim Fundamentalists,0,8,Incendiary,0
1990,2,4,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,18,Tourists,96,Tour Bus/Van,Tour Bus en route Ismailiya to Cairo,Egypt,Organization for the oppresed in Egypt's Prisons,0,5,Firearms,11
1990,2,9,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,2,Government (General),17,Head of State,"Residence, Pres. Hosni Mubarak",Egypt,Unknown,0,5,Firearms,0
1990,2,9,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Video Store,Egypt,Muslim Militants,0,8,Incendiary,0
1990,3,24,0,Faiyum,Faiyum,30.838812,29.311707,1,0,3,Bombing/Explosion,1,Business,6,Medical/Pharmaceutical,Audience at Hospital Show,Egypt,Muslim Fundamentalists,0,6,Explosives,0
1990,4,19,0,Faiyum,Sinnuris,30.865749,29.413616,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Church of Virgin Mary,Egypt,Unknown,0,6,Explosives,1
1990,5,26,0,Qena,Unknown,32.727222,26.17,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Van,Egypt,Muslim Militants,0,8,Incendiary,0
1990,7,14,0,Red Sea,Hurghada,33.803768,27.205332,1,0,2,Armed Assault,1,Business,8,Hotel/Resort,Red Sea Hotel,Egypt,Muslim Fundamentalists,0,8,Incendiary,2
1990,7,18,0,Asyut,Dayrut,30.811893,27.557791,1,0,1,Assassination,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Informer Farghali Talabah,Egypt,Muslim Militants,0,9,Melee,1
1990,7,19,0,Minya,Minya,30.761836,28.086912,1,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Police Warrant Officer,Egypt,Unknown,0,9,Melee,1
1990,7,27,0,Cairo,Cario,31.334314,30.084629,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,"Policeman, on duty guarding residence Bahrain Ambassador",Egypt,Muslim Fundamentalists,0,9,Melee,0
1990,7,27,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,2 Policemen,Egypt,Muslim Fundamentalists,0,5,Firearms,0
1990,10,12,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Parliamentary Speaker Rifaat Mahjoub,Egypt,Abu Nidal Organization (ANO),0,5,Firearms,5
1991,5,25,0,Beni Suef,Beni Suef,31.098855,29.073211,0,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",State Security Building,Egypt,Egyptian Islamic Jihad (Al-Jihad),0,6,Explosives,0
1991,5,31,0,Quena,Abnoud,32.78763,26.050879,1,0,1,Assassination,1,Business,7,Retail/Grocery/Bakery,Coptic Christian Pharmacist and brother,Egypt,Al-Gama'at al-Islamiyya (IG),0,9,Melee,2
1991,6,26,0,Beni Suef,Beni Suef,31.098855,29.073211,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Egyptian Islamic Jihad (Al-Jihad),0,5,Firearms,1
1991,8,0,0,Giza,Giza,31.185192,30.022924,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Policeman,Egypt,Unknown,0,6,Explosives,0
1991,10,13,0,Unknown,Unknown,,,1,0,9,Unknown,1,Business,7,Retail/Grocery/Bakery,Jeweler Shop,Egypt,Muslim Fundamentalists,0,13,Unknown,0
1991,10,15,0,Asyut,Asyut,31.179426,27.181122,1,0,1,Assassination,1,Business,7,Retail/Grocery/Bakery,Mohammed Ibrahim,Egypt,Muslim Fundamentalists,0,9,Melee,1
1991,11,18,0,Asyut,Baqour,31.283333,27.1,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Station,Egypt,Islamist extremists,0,5,Firearms,0
1991,11,24,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,93,Terrorist,Gama't Al-Islamiya Group,Egypt,Muslim Brotherhood,0,5,Firearms,1
1991,12,25,0,Damietta,Damietta,31.814443,31.417539,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Islamist extremists,0,5,Firearms,3
1991,12,30,0,Cairo,Cairo,31.334314,30.084629,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,Liquor Store,Egypt,Muslim Militants,0,6,Explosives,0
1992,2,29,0,Cairo,Cairo,31.334314,30.084629,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,unit,Egypt,Muslim Militants,0,5,Firearms,0
1992,3,3,0,Faiyum,Faiyum,30.838812,29.311707,1,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Major Ahmed Alaaeddin,Egypt,Muslim Fundamentalists,0,5,Firearms,1
1992,3,11,0,Unknown,Unknown,,,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,group of members,Egypt,Muslim Militants,0,5,Firearms,3
1992,3,30,0,Qena,Qena,32.727222,26.17,1,0,7,Facility/Infrastructure Attack,1,Business,11,Entertainment/Cultural/Stadium/Casino,Theater,Egypt,Muslim Militants,0,8,Incendiary,0
1992,4,3,0,Beni Suef,Beni Suef,31.098497,29.074371,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Muslim Militants,0,8,Incendiary,3
1992,4,15,0,Unknown,Unknown,,,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Captain Mahmud Ismail Hasan,Egypt,Muslim Fundamentalists,0,5,Firearms,0
1992,4,27,0,Qena,Qena,32.727222,26.17,1,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Officer Mokhtar Ahmed Dawoud,Egypt,"Militant Islamic Group, name not stated",0,5,Firearms,1
1992,5,1,0,Cairo,Cairo,31.334314,30.084629,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Islamist extremists,0,5,Firearms,1
1992,5,5,0,Asyut,Dayrut,30.811893,27.557791,0,0,1,Assassination,2,Government (General),14,Judge/Attorney/Court,Prosecutors in Court,Egypt,Muslim Fundamentalists,0,5,Firearms,0
1992,5,19,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),patrol,Egypt,Muslim extremists,0,5,Firearms,1
1992,6,2,0,Asyut,Unknown,31.125214,27.250379,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Islamist extremists,0,5,Firearms,1
1992,6,3,0,Al Sharqia,Baabda al-sharquia,31.182778,27.182778,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Unknown,0,5,Firearms,2
1992,6,8,0,Cairo,Cairo,31.334314,30.084629,1,0,1,Assassination,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Writer Farag Foda,Egypt,Egyptian Islamic Jihad (Al-Jihad),0,13,Unknown,1
1992,6,12,0,Sohag,Sohag,31.7,26.55,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,unit,Egypt,Muslim Demonstrators,0,5,Firearms,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Christian Shop,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Christian Shop,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Christian Shop,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Christian Shop,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Christian Shop,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,19,0,Asyut,Asyut,31.179426,27.181122,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Christian Residence,Egypt,Muslim Militants,0,8,Incendiary,0
1992,6,20,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",station,Egypt,Muslim Fundamentalists,0,5,Firearms,0
1992,6,20,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,1,Business,7,Retail/Grocery/Bakery,Christian Shop,Egypt,Muslim Fundamentalists,0,5,Firearms,2
1992,6,20,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,1,Business,7,Retail/Grocery/Bakery,Christian Shop,Egypt,Muslim Fundamentalists,0,5,Firearms,2
1992,6,24,0,Luxor,Luxor,32.717499,25.71468,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Pharonic Temple,Egypt,Muslim Militants,0,6,Explosives,0
1992,7,2,0,Asyut,Dayrut,30.811893,27.557791,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,2 Police Guarding a Church,Egypt,Muslim Militants,0,5,Firearms,0
1992,7,6,0,Cairo,Cairo,31.334314,30.084629,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,"Brigadier Mohammed Awad, Warden of Torah Prison",Egypt,Muslim Militants,0,5,Firearms,0
1992,7,9,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,3,Police,24,Police Checkpoint,Checkpoint,Egypt,Muslim Militants,0,5,Firearms,1
1992,7,15,0,Luxor,Luxor,32.717499,25.71468,0,0,2,Armed Assault,18,Tourists,96,Tour Bus/Van,Tourist Bus,Egypt,Muslim Militants,0,8,Incendiary,0
1992,7,25,0,Asyut,Dayrut,30.811893,27.557791,0,0,1,Assassination,15,Religious Figures/Institutions,86,Place of Worship,Guard at church,Egypt,Unknown,0,5,Firearms,0
1992,7,25,0,Damietta,Damietta,31.815,31.419444,1,0,2,Armed Assault,8,Educational Institution,,,Religious festival,Egypt,Muslim Militants,0,8,Incendiary,0
1992,7,27,0,Faiyum,Faiyum,30.838812,29.311707,0,0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",Town Official,Egypt,Muslim extremists,0,9,Melee,0
1992,7,27,0,Asyut,Asyut,31.179426,27.181122,1,0,2,Armed Assault,14,Private Citizens & Property,76,House/Apartment/Residence,rest house,Egypt,Muslim Militants,0,5,Firearms,3
1992,8,2,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,unit,Egypt,Muslim Militants,0,5,Firearms,2
1992,8,9,0,Asyut,Asyut,31.179426,27.181122,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Muslim Militants,0,5,Firearms,0
1992,8,9,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Camp,Egypt,Muslim Militants,0,5,Firearms,0
1992,8,11,0,Beheira,Idku,30.299167,31.305556,1,0,7,Facility/Infrastructure Attack,3,Police,22,"Police Building (headquarters, station, school)",Station,Egypt,Muslim Militants,0,5,Firearms,0
1992,8,15,0,Asyut,Al-Qusiya,30.817812,27.440416,1,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Plain clothes Policeman Hilal Ali Ibrahim,Egypt,Muslim Militants,0,5,Firearms,1
1992,8,18,0,Asyut,Dayrut,30.811893,27.557791,0,0,1,Assassination,3,Police,25,Police Security Forces/Officers,Policeman Gamal Saadiq,Egypt,Muslim Militants,0,5,Firearms,0
1992,8,21,0,Qena,Unknown,32.220007,26.05133,1,0,2,Armed Assault,18,Tourists,96,Tour Bus/Van,Tourist Bus carrying French Tourists,Egypt,Muslim Militants,0,8,Incendiary,0
1992,8,22,0,New Valley,Manshiet Khashaba,30.790278,27.35,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Muslim Militants,0,5,Firearms,1
1992,8,23,0,Asyut,Manqabad,31.106111,27.201389,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Unit,Egypt,Muslim Militants,0,5,Firearms,7
1992,9,4,0,Asyut,Unknown,31.125214,27.250379,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",station,Egypt,Muslim Militants,0,6,Explosives,1
1992,9,7,0,Port Said,Port Said,32.301729,31.265259,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Video Store,Egypt,Forbid the Evil Group (Muslim Extremists),0,8,Incendiary,0
1992,9,7,0,Port Said,Port Said,32.301729,31.265259,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Video Store,Egypt,Forbid the Evil Group (Muslim Extremists),0,8,Incendiary,0
1992,9,7,0,Port Said,Port Said,32.301729,31.265259,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Video Store,Egypt,Forbid the Evil Group (Muslim Extremists),0,8,Incendiary,0
1992,9,11,0,Minya,Kodiet-Mubarak,30.766667,27.616667,1,0,2,Armed Assault,1,Business,6,Medical/Pharmaceutical,Ambulance,Egypt,Muslim Militants,0,5,Firearms,0
1992,9,11,0,Minya,Kodiet-Mubarak,30.766667,27.616667,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police rest house,Egypt,Muslim Militants,0,5,Firearms,1
1992,9,11,0,Minya,Kodiet-Mubarak,30.766667,27.616667,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Vehicle,Egypt,Muslim Militants,0,5,Firearms,0
1992,9,28,0,Asyut,Balut,30.841667,27.373611,1,0,1,Assassination,3,Police,23,Police Patrol (including vehicles and convoys),Patrol,Egypt,Muslim Militants,0,5,Firearms,1
1992,10,1,0,Minya,Mawas,30.849444,27.641389,1,0,2,Armed Assault,11,Maritime,58,Commercial Maritime,cruising vessel nile elite,Egypt,Muslim Militants,0,5,Firearms,0
1992,10,6,0,Asyut,Dayrut,30.811893,27.557791,0,0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Unit Deployed on Bridge Near Dayrut Railway Station,Egypt,Al-Gama'at al-Islamiyya (IG),0,6,Explosives,4
1992,10,15,0,Asyut,Tima,31.432778,26.908611,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,christian shops,Egypt,Muslim Militants,0,13,Unknown,0
1992,10,15,0,Asyut,Tima,31.432778,26.908611,1,0,1,Assassination,14,Private Citizens & Property,69,Religion Identified,4 Christians,Egypt,Muslim Fundamentalists,0,13,Unknown,4
1992,10,15,0,Asyut,Tima,31.432778,26.908611,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Christian Church,Egypt,Muslim Militants,0,8,Incendiary,0
1992,10,21,0,Asyut,Dayrut,30.811893,27.557791,1,0,2,Armed Assault,18,Tourists,96,Tour Bus/Van,Tourist Bus,Egypt,Al-Gama'at al-Islamiyya (IG),0,5,Firearms,1
