iyear,imonth,iday,extended,governorate,city,longitude,latitude,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1_txt,gname,individual,weaptype,weaptype_txt,nkills
2013,9,9,0,North Sinai,Arish,33.800864,31.126646,1,0,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,6,Explosives,1
2013,9,9,0,North Sinai,Arish,33.800864,31.126646,1,0,9,Unknown,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,13,Unknown,0
2013,9,9,0,Cairo,Cairo,31.334314,30.084628,0,0,1,Assassination,14,Private Citizens & Property,83,Protester,Founder: Mahmoud Badr,Egypt,Unknown,0,5,Firearms,0
2013,9,11,0,North Sinai,Rafah,34.241281,31.250196,1,1,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military Intelligence Headquarters,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,4
2013,9,11,0,North Sinai,Rafah,34.241281,31.250196,1,1,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,4
2013,9,12,0,Ismailia,Unknown,32.271459,30.596492,1,0,7,Facility/Infrastructure Attack,21,Utilities,106,Gas,Gas Pipeline,Egypt,Unknown,0,5,Firearms,0
2013,9,12,0,Qalyubia,Shubra Al Kheima,31.269641,30.135777,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Vehicle,Egypt,Unknown,0,5,Firearms,0
2013,9,15,0,Unknown,Unknown,,,1,0,3,Bombing/Explosion,21,Utilities,106,Gas,Gas Pipeline,Egypt,Unknown,0,6,Explosives,0
2013,9,16,0,North Sinai,Rafah,34.205718,31.269161,1,0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Police Bus,Egypt,Unknown,0,6,Explosives,0
2013,9,16,0,South Sinai,Unknown,33.949759,29.233803,1,0,2,Armed Assault,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Bus of Harbor Workers,Egypt,Unknown,0,5,Firearms,1
2013,9,17,0,Al Sharqia,Salihiyah,31.967124,30.733482,1,0,2,Armed Assault,4,Military,35,Military Transportation/Vehicle (excluding convoys),Vehicle,Egypt,Unknown,0,5,Firearms,2
2013,9,17,0,Damietta,Unknown,31.678848,31.387641,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,5,Firearms,0
2013,9,20,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Convoy of Armored Vehicles,Egypt,Unknown,0,6,Explosives,0
2013,9,21,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Armored Military Vehicle,Egypt,Unknown,0,6,Explosives,0
2013,9,23,0,Port Said,Port Said,32.301163,31.267161,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,5,Firearms,0
2013,9,24,0,Ismailia,Ismailia,32.271459,30.596492,1,0,2,Armed Assault,3,Police,24,Police Checkpoint,Sirabioum Crossroad Checkpoint,Egypt,Unknown,0,5,Firearms,1
2013,9,25,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Armored Vehicle,Egypt,Unknown,0,6,Explosives,0
2013,9,27,0,Qalyubia,Mostorod district,31.277878,30.146909,1,0,3,Bombing/Explosion,3,Police,24,Police Checkpoint,Checkpoint,Egypt,Unknown,0,6,Explosives,0
2013,9,28,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Conscript,Egypt,Unknown,0,5,Firearms,1
2013,9,28,0,North Sinai,Al-Qusayma,34.368583,30.666689,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Security Checkpoint,Egypt,Unknown,0,5,Firearms,1
2013,9,28,0,Suez,Suez,32.527968,29.966111,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,85,Religious Figure,Latin Church,Egypt,Unknown,0,6,Explosives,0
2013,9,30,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,5,Firearms,2
2013,9,30,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,29,Military Unit/Patrol/Convoy,Armored Vehicle,Egypt,Unknown,0,5,Firearms,1
2013,9,30,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,1
2013,9,30,0,Minya,Abou Qorqas,30.838026,27.929867,0,0,1,Assassination,15,Religious Figures/Institutions,85,Religious Figure,Coptic Bishop: Anba Makarios,Egypt,Muslim extremists,0,5,Firearms,0
2013,9,30,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,3
2013,9,30,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,1
2013,9,30,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,0
2013,9,30,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,0
2013,10,1,0,North Sinai,Unknown,33.726127,30.475543,1,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Convoy of Armored Vehicles,Egypt,Unknown,0,6,Explosives,0
2013,10,2,0,Port Said,Port Said,32.301866,31.265289,1,0,2,Armed Assault,2,Government (General),21,Government Building/Facility/Office,Customs Facility,Egypt,Unknown,0,5,Firearms,0
2013,10,3,0,North Sinai,Unknown,33.617577,30.608472,1,0,3,Bombing/Explosion,20,Unknown,,,Unknown,Egypt,Unknown,0,6,Explosives,2
2013,10,3,0,North Sinai,Arish,33.800864,31.126646,1,0,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,6,Explosives,1
2013,10,4,0,Ismailia,Ismailia,32.271324,30.596353,1,0,2,Armed Assault,4,Military,29,Military Unit/Patrol/Convoy,Convoy,Egypt,Unknown,0,5,Firearms,2
2013,10,6,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,5,Firearms,1
2013,10,7,0,Ismailia,Ismailia,32.286753,30.618391,1,0,2,Armed Assault,4,Military,29,Military Unit/Patrol/Convoy,Patrol,Egypt,Unknown,0,5,Firearms,5
2013,10,7,0,South Sinai,Al-Tour,33.622913,28.245118,1,1,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,South Sinai Security Directorate,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,6
2013,10,7,0,Cairo,Cairo,31.334314,30.084628,1,0,2,Armed Assault,16,Telecommunication,91,Internet Infrastructure,State-Owned Satellite Station,Egypt,Al-Furqan Brigades,0,6,Explosives,0
2013,10,7,0,Giza,Giza,31.185193,30.022924,0,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,0
2013,10,7,0,Port Said,Port Said,32.301866,31.265289,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Security Forces,Egypt,Unknown,0,5,Firearms,1
2013,10,8,0,Ismailia,Ismailia,32.276153,30.605262,1,0,2,Armed Assault,4,Military,35,Military Transportation/Vehicle (excluding convoys),Vehicle,Egypt,Unknown,0,5,Firearms,1
2013,10,9,0,North Sinai,Hasna,33.785693,30.4653,1,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Convoy,Egypt,Unknown,0,6,Explosives,0
2013,10,9,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Office Building,Egypt,Unknown,0,6,Explosives,0
2013,10,9,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Armored Vehicle,Egypt,Unknown,0,6,Explosives,0
2013,10,9,0,North Sinai,Arish,33.800864,31.126646,0,0,2,Armed Assault,4,Military,29,Military Unit/Patrol/Convoy,Vehicles,Egypt,Unknown,0,5,Firearms,0
2013,10,9,0,North Sinai,Arish,33.800864,31.126646,0,0,2,Armed Assault,3,Police,24,Police Checkpoint,Nizzana Security Checkpoint,Egypt,Unknown,0,5,Firearms,0
2013,10,9,0,North Sinai,Rafah,34.241281,31.250196,0,0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military Intelligence Headquarters,Egypt,Unknown,0,5,Firearms,0
2013,10,10,0,North Sinai,Arish,33.800864,31.126646,1,1,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Joint Checkpoint,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,5
2013,10,10,0,North Sinai,Unknown,33.737959,30.593786,1,0,2,Armed Assault,4,Military,29,Military Unit/Patrol/Convoy,Convoy,Egypt,Unknown,0,5,Firearms,0
2013,10,10,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,0,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,5,Firearms,0
2013,10,11,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Armored Convoy,Egypt,Unknown,0,6,Explosives,0
2013,10,11,0,North Sinai,Unknown,33.611755,30.675715,1,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Convoy,Egypt,Unknown,0,6,Explosives,4
2013,10,13,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Vehicle,Egypt,Unknown,0,5,Firearms,0
2013,10,13,0,North Sinai,Unknown,33.611755,30.675715,1,0,2,Armed Assault,4,Military,29,Military Unit/Patrol/Convoy,Convoy,Egypt,Unknown,0,5,Firearms,0
2013,10,13,0,North Sinai,Arish,33.800864,31.126646,1,0,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,6,Explosives,0
2013,10,17,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Security Checkpoint,Egypt,Unknown,0,5,Firearms,6
2013,10,19,0,Ismailia,Ismailia,32.273649,30.604512,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Building,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
2013,10,19,0,Ismailia,Ismailia,32.273649,30.604512,0,0,3,Bombing/Explosion,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Doctor,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
2013,10,20,0,Cairo,Cairo,31.334314,30.084628,1,0,2,Armed Assault,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Wedding Party Outside Christian Coptic Church,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,5,Firearms,4
2013,10,20,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,2,Armed Assault,3,Police,23,Police Patrol (including vehicles and convoys),Buses,Egypt,Unknown,0,6,Explosives,0
2013,10,22,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Security Convoy,Egypt,Unknown,0,6,Explosives,2
2013,10,23,0,North Sinai,Tamada,34.303909,29.668961,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Security Checkpoint,Egypt,Unknown,0,5,Firearms,1
2013,10,23,0,North Sinai,Unknown,33.622742,30.689888,0,0,2,Armed Assault,4,Military,35,Military Transportation/Vehicle (excluding convoys),Bus,Egypt,Unknown,0,5,Firearms,0
2013,10,24,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Egypt,Unknown,0,6,Explosives,0
2013,10,24,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,1
2013,10,25,0,Al Sharqia,Unknown,31.720059,30.732442,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Anshas Air Base,Egypt,Unknown,0,6,Explosives,0
2013,10,25,0,Al Sharqia,Unknown,31.720059,30.732442,1,0,3,Bombing/Explosion,21,Utilities,106,Gas,Gas Factory,Egypt,Unknown,0,6,Explosives,0
2013,10,25,0,Al Sharqia,Unknown,31.720059,30.732442,1,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Army Unit,Egypt,Unknown,0,6,Explosives,0
2013,10,27,0,North Sinai,Arish,33.800864,31.126646,1,0,3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Armored Security Vehicle,Egypt,Unknown,0,6,Explosives,0
2013,10,28,0,Dakahlia,Mansoura,31.358445,31.041796,1,0,2,Armed Assault,3,Police,24,Police Checkpoint,Mansoura University Checkpoint,Egypt,Unknown,0,5,Firearms,3
2013,10,30,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Egypt,Unknown,0,6,Explosives,0
2013,11,2,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,10,Journalists & Media,54,Radio Journalist/Staff/Facility,Radio Station,Egypt,Unknown,0,5,Firearms,0
2013,11,3,0,North Sinai,Rafah,34.201193,31.223425,0,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Vehicles,Egypt,Unknown,0,6,Explosives,3
2013,11,4,0,Cairo,Ezz El-Din,31.334314,30.084628,1,0,2,Armed Assault,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Lieutenant Colonel: Ahmed Farouk Mandour,Egypt,Unknown,0,5,Firearms,1
2013,11,5,0,North Sinai,Rafah,34.241281,31.250196,1,0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Headquarters,Egypt,Unknown,0,5,Firearms,0
2013,11,4,0,South Sinai,El-Tor,33.62257,28.240884,1,1,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Headquarters,Egypt,Unknown,0,6,Explosives,4
2013,11,6,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Camp,Egypt,Unknown,0,5,Firearms,1
2013,11,10,0,North Sinai,Arish,33.800864,31.126646,1,0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Patrol,Egypt,Unknown,0,6,Explosives,0
2013,11,12,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,5,Firearms,1
2013,11,10,0,Ismailia,Ismailia,32.263606,30.593751,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,2
2013,11,14,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,0
2013,11,7,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,16,Telecommunication,,,Satellite Telecommunications Center,Egypt,Unknown,0,6,Explosives,0
2013,11,17,0,Cairo,Cairo,31.334314,30.084628,1,0,1,Assassination,2,Government (General),20,Intelligence,Official: Lieutenant Colonel Mohamed Mabrouk Abu Khatab,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,5,Firearms,1
2013,11,20,0,North Sinai,Unknown,33.644714,30.699335,1,1,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Convoy,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,11
2013,11,20,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,3,Police,24,Police Checkpoint,Checkpoint,Egypt,Unknown,0,6,Explosives,0
2013,11,21,0,Ismailia,Ismailia,32.277435,30.603049,1,0,2,Armed Assault,3,Police,24,Police Checkpoint,Checkpoint: Captain Ahmad Abu Doma,Egypt,Unknown,0,5,Firearms,1
2013,11,22,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Food Production Factory,Egypt,Unknown,0,6,Explosives,0
2013,11,24,0,North Sinai,Arish,33.800864,31.126646,1,0,2,Armed Assault,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military Prosecution Headquarters,Egypt,Unknown,0,5,Firearms,0
2013,11,25,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,3,Police,24,Police Checkpoint,Al-Sawah Checkpoint,Egypt,Unknown,0,6,Explosives,0
2013,12,2,0,North Sinai,Rafah,34.241281,31.250196,0,0,3,Bombing/Explosion,20,Unknown,,,Unknown,Egypt,Unknown,0,6,Explosives,0
2013,12,2,0,Cairo,Cairo,31.334314,30.084628,0,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Convoy,Egypt,Unknown,0,6,Explosives,0
2013,12,2,0,North Sinai,Rafah,34.241281,31.250196,1,0,3,Bombing/Explosion,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Military Parade,Egypt,Unknown,0,6,Explosives,0
2013,12,4,0,North Sinai,Rafah,34.241281,31.250196,0,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Watchtower,Egypt,Unknown,0,6,Explosives,0
2013,12,8,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,0,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Al-Zohour Military Camp,Egypt,Unknown,0,6,Explosives,0
2013,12,8,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Base,Egypt,Unknown,0,6,Explosives,1
2013,12,12,0,Ismailia,Ismailia,32.271942,30.595366,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,1
2013,12,17,0,Cairo,Cairo,31.377034,30.016894,1,0,3,Bombing/Explosion,20,Unknown,,,Unknown,Egypt,Unknown,0,6,Explosives,0
2013,12,21,0,North Sinai,Arish,33.800864,31.126646,1,0,3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Armored Vehicle,Egypt,Unknown,0,6,Explosives,0
2013,12,22,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Mosque,Egypt,Unknown,0,6,Explosives,0
2013,12,24,0,Dakahlia,Mansoura,31.379664,31.039309,1,1,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Headquarters,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,16
2013,12,26,0,Cairo,Cairo,31.377034,30.016894,1,0,3,Bombing/Explosion,19,Transportation,99,Bus (excluding tourists),Bus,Egypt,Unknown,0,6,Explosives,0
2013,12,26,0,Cairo,Cairo,31.377034,30.016894,0,0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Officers,Egypt,Unknown,0,6,Explosives,0
2013,12,28,0,Cairo,Cairo,31.334314,30.084628,0,0,3,Bombing/Explosion,19,Transportation,99,Bus (excluding tourists),Bus,Egypt,Unknown,0,6,Explosives,0
2013,12,29,0,Al Sharqia,Unknown,31.714354,30.732393,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Headquarters,Egypt,Unknown,0,6,Explosives,0
2013,12,29,0,Damietta,Damietta,31.814443,31.417539,0,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Faculty of Medicine,Egypt,Unknown,0,6,Explosives,0
2013,12,31,0,North Sinai,Unknown,33.617577,30.608472,1,0,3,Bombing/Explosion,21,Utilities,106,Gas,Gas Pipeline,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
2014,1,1,0,Qalyubia,Shubra el-Kheima,31.269641,30.135777,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,6,Explosives,0
2014,1,2,0,Gharbia,Tanta,30.999529,30.787678,0,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Unknown,0,6,Explosives,0
2014,1,2,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,0,0,3,Bombing/Explosion,1,Business,6,Medical/Pharmaceutical,Hospital,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,1
2014,1,3,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Joint Convoy,Egypt,Unknown,0,6,Explosives,0
2014,1,3,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Headquarters,Egypt,Unknown,0,6,Explosives,0
2014,1,2,0,Kafr El-Sheikh,Kafr el-Sheikh,30.942169,31.111961,0,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Private School,Egypt,Unknown,0,6,Explosives,0
2014,1,4,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Armored Vehicle,Egypt,Unknown,0,6,Explosives,1
2014,1,7,1,South Sinai,Moses Spring,34.153195,29.310183,1,0,6,Hostage Taking (Kidnapping),2,Government (General),18,"Government Personnel (excluding police, military)",Official: Muhammad Isa,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,5,Firearms,0
2014,1,7,0,Cairo,Cairo,31.334314,30.084628,1,0,2,Armed Assault,3,Police,24,Police Checkpoint,Checkpoint,Egypt,Unknown,0,6,Explosives,0
2014,1,13,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Unknown,0,6,Explosives,2
2014,1,14,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,2,Government (General),14,Judge/Attorney/Court,Cairo Courthouse,Egypt,Unknown,0,6,Explosives,0
2014,1,14,0,Faiyum,Sinnuris,30.86575,29.413616,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Church,Egypt,Unknown,0,5,Firearms,0
2014,1,17,0,North Sinai,Risan,33.851883,31.146263,1,0,3,Bombing/Explosion,21,Utilities,106,Gas,Gas Pipeline,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
2014,1,19,0,Giza,Sixth of October,30.963032,29.997914,1,0,7,Facility/Infrastructure Attack,3,Police,23,Police Patrol (including vehicles and convoys),Vehicle,Egypt,Unknown,0,8,Incendiary,0
2014,1,19,0,Giza,Sixth of October,30.963032,29.997914,1,0,7,Facility/Infrastructure Attack,3,Police,23,Police Patrol (including vehicles and convoys),Vehicle,Egypt,Unknown,0,8,Incendiary,0
2014,1,21,0,Gharbia,Tanta,30.999529,30.787678,0,0,1,Assassination,2,Government (General),14,Judge/Attorney/Court,Judge: Ahmed El-Zend,Egypt,Muslim Brotherhood,0,6,Explosives,0
2014,1,21,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,19,Transportation,102,Subway,Al-Shohdaa Station,Egypt,Unknown,0,6,Explosives,0
2014,1,23,0,Beni Suef,Wasta district,31.148128,29.284432,1,0,2,Armed Assault,3,Police,24,Police Checkpoint,Checkpoint,Egypt,Unknown,0,5,Firearms,5
2014,1,24,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Security Directorate Building,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,4
2014,1,24,0,Giza,Dokki,31.185193,30.022924,1,0,3,Bombing/Explosion,3,Police,23,Police Patrol (including vehicles and convoys),Vehicles,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,2
2014,1,24,0,Giza,Giza,31.185193,30.022924,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
2014,1,24,0,Giza,Giza,31.185193,30.022924,1,0,3,Bombing/Explosion,1,Business,11,Entertainment/Cultural/Stadium/Casino,Cinema,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,1
2014,1,25,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,31,Military Aircraft,Helicopter,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,5
2014,1,25,0,Cairo,Cairo,31.334314,30.084628,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Academy,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
2014,1,25,0,Suez,Suez,32.528546,29.964494,1,0,3,Bombing/Explosion,3,Police,22,"Police Building (headquarters, station, school)",Police Camp,Egypt,Unknown,0,6,Explosives,0
2014,1,26,0,North Sinai,Unknown,33.625975,30.600094,1,0,2,Armed Assault,4,Military,35,Military Transportation/Vehicle (excluding convoys),Bus,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,4
2014,1,26,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Checkpoint,Egypt,Muslim extremists,0,6,Explosives,4
2014,1,27,0,North Sinai,Unknown,33.611283,30.54537,1,0,3,Bombing/Explosion,21,Utilities,106,Gas,Gas Pipeline,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
2014,1,27,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,20,Unknown,,,Unknown,Egypt,Unknown,0,6,Explosives,1
2014,1,28,0,Giza,Giza,31.185193,30.022924,1,0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",Official: General Mohammed Said,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,5,Firearms,1
2014,1,28,0,Giza,Sixth of October,30.963032,29.997914,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Church,Egypt,Muslim Brotherhood,0,5,Firearms,1
2014,1,30,0,North Sinai,Sheikh Zuweid,34.117064,31.212225,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Camp,Egypt,Ansar Bayt al-Maqdis (Ansar Jerusalem),0,6,Explosives,0
